Date,Ad Breaks (Minutes),Ad Time (Seconds) Per Hour,Average Viewers,Chat Messages,Chatters,Clip Views,Clips Created,Follows,Hosts and Raids Viewers (%),Live Views,Max Viewers,Minutes Watched,Minutes Streamed,Unique Viewers,Sub Revenue,Prime Revenue,Gifted Subs Revenue,Bits Revenue,Ad Revenue,Game Sales Revenue,Extensions Revenue,Bounties Revenue,Prime Subs,Total Paid Subs,Tier 1 subs,Tier 2 subs,Tier 3 subs,Total Gifted Subs,Gifted Tier 1 subs,Gifted Tier 2 subs
Sat Nov 28 2020,0,0,52.29,1264,114,0,2,28,2.37,2006,89,24735,472,1447,6.715,9.98,12.12,0.11,1.3475,0,0,0,4,3,3,0,0,5,5,0
Sun Nov 29 2020,0,0,47.49,597,94,4,3,20,7.91,1828,103,23412,492,1326,2.27,0,12.12,0,1.3265,0,0,0,0,1,1,0,0,5,5,0
Mon Nov 30 2020,0,0,52.58,1387,115,6,5,44,12.86,1984,155,26922,511,1430,10.3,7.485,7.18,1.24,1.0815000000000001,0,0,0,3,4,4,0,0,3,3,0
Tue Dec 01 2020,0,0,0,2,2,2,0,1,0,5,0,0,0,3,4.605,0,0,0,0.0034999999999999996,0,0,0,0,2,2,0,0,0,0,0
Wed Dec 02 2020,0,0,0,0,0,1,0,0,0,4,0,0,0,2,2.435,0,0,0,0.0175,0,0,0,0,1,1,0,0,0,0,0
Thu Dec 03 2020,0,0,44.82,891,98,0,2,16,6.9,1408,64,20660,461,1031,4.79,2.495,12.025,0,1.015,0,0,0,1,2,2,0,0,5,5,0
Fri Dec 04 2020,0,0,0,1,1,1,0,2,0,4,0,0,0,3,2.42,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Sat Dec 05 2020,0,0,49.09,1333,123,0,0,24,5.07,1919,96,26556,541,1403,2.525,0,0,3.31,1.246,0,0,0,0,1,1,0,0,0,0,0
Sun Dec 06 2020,0,0,37.93,1195,113,11,2,28,7.77,1634,76,19684,518,1150,4.685,4.99,0,0,1.043,0,0,0,2,2,2,0,0,0,0,0
Mon Dec 07 2020,0,0,48.6,846,89,0,0,28,11.15,1608,165,23425,482,1180,9.295,0,0,0,1.1095,0,0,0,0,4,4,0,0,0,0,0
Tue Dec 08 2020,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3.13,2.495,0,0,0.013999999999999999,0,0,0,1,1,1,0,0,0,0,0
Wed Dec 09 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87,0,0,0,0.013999999999999999,0,0,0,0,3,3,0,0,0,0,0
Thu Dec 10 2020,0,0,37.14,552,82,1,1,7,14.44,1226,115,15116,407,932,0,0,0,0,0.7595000000000001,0,0,0,0,0,0,0,0,0,0,0
Fri Dec 11 2020,0,0,50.27,543,96,0,2,15,30.53,1435,147,23324,464,1080,2.42,0,0,0.01,0.9590000000000001,0,0,0,0,1,1,0,0,0,0,0
Sat Dec 12 2020,0,0,51.8,747,98,2,2,35,7.52,1863,124,26261,507,1349,9.515,0,0,0,1.1340000000000001,0,0,0,0,4,4,0,0,0,0,0
Sun Dec 13 2020,0,0,37.84,964,96,1,13,28,3.46,1595,56,18315,483,1187,6.925,2.495,12.18,2,0.973,0,0,0,1,3,3,0,0,5,5,0
Mon Dec 14 2020,0,0,33.89,630,84,5,2,12,4.47,1373,60,18436,543,1005,4.675000000000001,2.495,12.055,0,0.966,0,0,0,1,2,2,0,0,5,5,0
Tue Dec 15 2020,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2.295,0,0,0,0.0175,0,0,0,0,1,1,0,0,0,0,0
Wed Dec 16 2020,0,0,0,0,0,1,0,3,0,10,0,0,0,6,7.01,0,0,0,0.006999999999999999,0,0,0,0,3,3,0,0,0,0,0
Thu Dec 17 2020,0,0,45.05,841,96,6,5,21,0.37,1268,65,19010,421,963,6.99,0,12.055,0,0.8155,0,0,0,0,3,3,0,0,5,5,0
Fri Dec 18 2020,0,0,0,0,0,2,0,0,0,7,0,0,0,1,2.25,2.495,0,0,0.013999999999999999,0,0,0,1,1,1,0,0,0,0,0
Sat Dec 19 2020,0,0,48.81,740,113,0,4,30,9.54,1751,198,21478,441,1340,2.38,2.495,4.775,8,1.078,0,0,0,1,1,1,0,0,2,2,0
Sun Dec 20 2020,0,0,35.35,587,79,0,1,14,4.34,1510,62,16721,473,1158,9.7,0,14.375,4,0.9135,0,0,0,0,4,4,0,0,6,6,0
Mon Dec 21 2020,0,0,48.72,1182,103,8,3,15,8.2,1796,124,26209,538,1296,4.795,2.495,2.26,3,0.973,0,0,0,1,2,2,0,0,1,1,0
Tue Dec 22 2020,0,0,0,1,1,0,0,1,0,3,0,0,0,2,4.73,0,4.65,15,0.021,0,0,0,0,2,2,0,0,2,2,0
Wed Dec 23 2020,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2.305,0,0,0,0.006999999999999999,0,0,0,0,1,1,0,0,0,0,0
Thu Dec 24 2020,0,0,42.46,1043,121,1,2,18,3.46,1808,67,21017,495,1312,21.22,2.495,52.525,0,1.155,0,0,0,1,9,9,0,0,12,2,10
Fri Dec 25 2020,0,0,50.74,845,125,3,4,28,10.32,2168,137,25980,512,1564,7.195,0,9.93,10,1.3195,0,0,0,0,3,3,0,0,4,4,0
Sat Dec 26 2020,0,0,42.55,767,93,3,2,7,0.87,1503,59,16808,395,1065,2.64,4.99,21.62,2.01,0.6895,0,0,0,2,1,1,0,0,9,9,0
Sun Dec 27 2020,0,0,40.55,1021,104,0,4,13,2.85,1719,68,19303,476,1219,9.44,2.495,22.65,0,0.8225,0,0,0,1,4,4,0,0,10,10,0
Mon Dec 28 2020,0,0,48.91,1235,116,2,5,36,9.67,1885,99,26119,535,1387,11.79,2.495,2.31,10,0.8015000000000001,0,0,0,1,4,3,1,0,1,1,0
Tue Dec 29 2020,0,0,0,1,1,0,0,1,0,6,0,0,0,3,4.605,4.99,0,2.83,0.0034999999999999996,0,0,0,2,2,2,0,0,0,0,0
Wed Dec 30 2020,0,0,0,0,0,0,0,1,0,6,0,0,0,2,8.265,0,0,1,0.0034999999999999996,0,0,0,0,3,3,0,0,0,0,0
Thu Dec 31 2020,0,0,32.01,1124,126,0,4,10,7.65,1952,73,25508,797,1351,2.305,0,0,2.84,0.6475,0,0,0,0,1,1,0,0,0,0,0
Fri Jan 01 2021,0,0,42.78,1115,130,1,3,32,5.21,2084,71,26138,595,1452,4.72,4.99,12.745,2.62,0.28,0,0,0,2,2,2,0,0,6,6,0
Sat Jan 02 2021,0,0,38.9,631,77,0,2,12,7.4,1359,67,16301,399,955,7.35,0,0,0,0.2695,0,0,0,0,3,3,0,0,0,0,0
Sun Jan 03 2021,0,0,43.93,779,99,3,3,25,12.27,1761,104,23855,544,1204,4.87,2.495,12.055,0,0.301,0,0,0,1,2,2,0,0,5,5,0
Mon Jan 04 2021,0,0,52.2,1460,156,1,4,32,9.31,2283,184,36381,696,1629,2.41,0,7.065,1,0.19949999999999998,0,0,0,0,1,1,0,0,3,3,0
Tue Jan 05 2021,0,0,0,0,0,0,0,5,0,2,0,0,0,2,5.26,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
Wed Jan 06 2021,0,0,0,0,0,1,0,2,0,3,0,0,0,2,4.755,0,0,0,0.0034999999999999996,0,0,0,0,2,2,0,0,0,0,0
Thu Jan 07 2021,0,0,38.3,720,81,1,0,17,2.79,1474,72,18268,453,1061,9.39,0,2.305,0.1,0.1295,0,0,0,0,4,4,0,0,1,1,0
Fri Jan 08 2021,0,0,55.41,1092,126,0,2,35,7.17,2089,222,31915,576,1479,3.135,4.99,2.38,5,0.1435,0,0,0,2,1,1,0,0,1,1,0
Sat Jan 09 2021,0,0,62.39,1397,139,1,5,50,6.62,2265,114,31381,503,1559,11.665,2.495,0,0,0.2275,0,0,0,1,5,5,0,0,0,0,0
Sun Jan 10 2021,0,0,49.04,1107,119,13,1,37,11.39,2088,94,25451,519,1491,0,2.495,2.26,0.2,0.1925,0,0,0,1,0,0,0,0,1,1,0
Mon Jan 11 2021,0,0,54.83,850,80,1,5,20,9.1,1750,96,23194,423,1274,2.42,0,0,0.02,0.259,0,0,0,0,1,1,0,0,0,0,0
Tue Jan 12 2021,0,0,0,7,2,1,0,2,0,2,0,0,0,2,9.62,0,0,0,0.006999999999999999,0,0,0,0,4,4,0,0,0,0,0
Wed Jan 13 2021,0,0,0,0,0,0,0,0,0,8,0,0,0,3,6.99,0,0,0,0.013999999999999999,0,0,0,0,3,3,0,0,0,0,0
Thu Jan 14 2021,0,0,45.84,688,70,0,3,16,2.48,1273,131,15495,337,961,0,2.495,2.31,0,0.19949999999999998,0,0,0,1,0,0,0,0,1,1,0
Fri Jan 15 2021,0,0,0,0,0,1,1,2,0,5,0,0,0,4,2.295,0,0,0,0.0175,0,0,0,0,1,1,0,0,0,0,0
Sat Jan 16 2021,0,0,60.13,1306,149,0,0,47,7.77,2567,103,31508,523,1910,9.61,0,14.715,0,0.364,0,0,0,0,4,4,0,0,6,6,0
Sun Jan 17 2021,0,0,56.9,907,114,0,0,27,3.04,1987,79,25378,446,1461,9.185,2.495,0,0,0.2975,0,0,0,1,4,4,0,0,0,0,0
Mon Jan 18 2021,0,0,54.35,1276,136,1,3,26,9.09,2188,123,31253,575,1532,2.22,2.495,0,0.05,0.385,0,0,0,1,1,1,0,0,0,0,0
Tue Jan 19 2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.38,0,47.48,0,0.084,0,0,0,0,1,1,0,0,20,20,0
Wed Jan 20 2021,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9.7,0,0,0,0.0105,0,0,0,0,4,4,0,0,0,0,0
Thu Jan 21 2021,0,0,56.94,995,129,0,1,27,10.14,1784,165,24256,426,1289,4.785,4.99,2.31,0,0.21350000000000002,0,0,0,2,2,2,0,0,1,1,0
Fri Jan 22 2021,0,0,38.11,936,105,2,0,24,5.18,1747,105,23436,614,1297,9.18,9.98,24.075,3,0.175,0,0,0,4,4,4,0,0,10,10,0
Sat Jan 23 2021,0,0,56.45,753,121,1,8,33,10.19,2310,109,27715,491,1660,4.65,4.99,0,2.2,0.32549999999999996,0,0,0,2,2,2,0,0,0,0,0
Sun Jan 24 2021,0,0,50.12,1044,131,0,3,22,12.77,1894,121,23357,466,1341,21.22,4.99,4.62,1,0.3045,0,0,0,2,9,9,0,0,2,2,0
Mon Jan 25 2021,0,0,47.73,644,93,1,1,12,3.45,1535,82,20189,422,1145,6.96,2.495,0,5,0.28,0,0,0,1,3,3,0,0,0,0,0
Tue Jan 26 2021,0,0,0,0,0,2,1,3,0,5,0,0,0,2,0,0,0,0.01,0.006999999999999999,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 27 2021,0,0,0,0,0,0,2,2,0,5,0,0,0,2,7.28,0,0,0,0.006999999999999999,0,0,0,0,3,3,0,0,0,0,0
Thu Jan 28 2021,0,0,49.91,708,85,0,2,24,8.42,1381,128,19014,381,997,6.785,2.495,0,0,0.2625,0,0,0,1,2,1,1,0,0,0,0
Fri Jan 29 2021,0,0,0,0,0,0,1,0,0,4,0,0,0,2,2.375,2.495,0,0,0.0034999999999999996,0,0,0,1,1,1,0,0,0,0,0
Sat Jan 30 2021,0,0,59.51,1083,105,3,3,16,13.93,1881,88,26838,450,1371,12.945,2.495,2.3,0,0.294,0,0,0,1,5,5,0,0,1,1,0
Sun Jan 31 2021,0,0,40.35,1075,102,1,3,29,6.36,2058,61,26230,651,1471,0,0,0,0,0.4445,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 01 2021,0,0,47.94,630,94,1,3,24,9.15,1716,122,24545,513,1217,4.745,2.495,24.535,1.02,0.525,0,0,0,1,2,2,0,0,10,10,0
Tue Feb 02 2021,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2.435,0,0,0,0.006999999999999999,0,0,0,0,1,1,0,0,0,0,0
Wed Feb 03 2021,0,0,0,0,0,1,0,2,0,0,0,0,0,0,7.355,0,0,0,0.021,0,0,0,0,3,3,0,0,0,0,0
Thu Feb 04 2021,0,0,47.1,585,75,2,7,28,10.5,1576,126,17803,379,1154,2.415,7.485,0,0,0.4235,0,0,0,3,1,1,0,0,0,0,0
Fri Feb 05 2021,0,0,49.98,1693,108,2,4,14,6.74,1483,110,26638,534,1095,8.065,2.495,2.295,0,0.8540000000000001,0,0,0,1,3,3,0,0,1,1,0
Sat Feb 06 2021,0,0,45.92,898,95,2,2,21,4.26,1889,80,24431,532,1385,4.99,2.495,2.31,0,0.3395,0,0,0,1,2,2,0,0,1,1,0
Sun Feb 07 2021,0,0,53.85,755,95,1,0,23,8.84,1934,171,25201,469,1410,9.325,0,0,0,0.56,0,0,0,0,4,4,0,0,0,0,0
Mon Feb 08 2021,0,0,45.27,1068,107,1,1,19,2.51,1701,70,21051,465,1232,5.43,2.495,0,1,0.3675,0,0,0,1,2,2,0,0,0,0,0
Tue Feb 09 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.34,0,0,0,0.006999999999999999,0,0,0,0,4,4,0,0,0,0,0
Wed Feb 10 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0.0105,0,0,0,0,0,0,0,0,1,1,0
Thu Feb 11 2021,0,0,44.47,513,80,0,1,13,7.27,1343,63,19789,444,993,4.625,4.99,14.165,1,0.3115,0,0,0,2,2,2,0,0,6,6,0
Fri Feb 12 2021,0,0,54.45,944,105,1,3,28,16.03,2031,214,25426,468,1491,9.42,0,0,0.09,0.679,0,0,0,0,4,4,0,0,0,0,0
Sat Feb 13 2021,0,0,51.34,944,78,0,1,7,3.59,1586,67,23566,458,1141,6.745,2.495,0,0,0.47600000000000003,0,0,0,1,3,3,0,0,0,0,0
Sun Feb 14 2021,0,0,44.38,564,87,1,0,12,5.22,1644,64,21216,478,1258,2.175,4.99,2.26,0,0.511,0,0,0,2,1,1,0,0,1,1,0
Mon Feb 15 2021,0,0,44.57,569,96,1,4,12,7.14,1599,141,21752,487,1160,2.295,0,0,5,0.434,0,0,0,0,1,1,0,0,0,0,0
Tue Feb 16 2021,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2.375,2.495,0,0,0.0034999999999999996,0,0,0,1,1,1,0,0,0,0,0
Wed Feb 17 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.435,0,0,0,0.021,0,0,0,0,1,1,0,0,0,0,0
Thu Feb 18 2021,0,0,42.71,1047,102,1,2,19,16.43,1482,148,22933,537,1075,6.765,2.495,2.31,1.01,0.6054999999999999,0,0,0,1,3,3,0,0,1,1,0
Fri Feb 19 2021,0,0,35.26,873,105,0,0,18,1.18,1481,67,20136,571,1109,4.755,2.495,79.59,0,0.3675,0,0,0,1,2,2,0,0,33,33,0
Sat Feb 20 2021,0,0,45.12,1210,110,1,2,28,9.76,1620,78,19851,440,1187,14.01,2.495,12.08,1.04,0.39549999999999996,0,0,0,1,6,6,0,0,5,5,0
Sun Feb 21 2021,0,0,37.46,881,86,0,2,15,7.82,1555,66,17271,461,1190,9.425,0,119.325,3,0.336,0,0,0,0,4,4,0,0,50,50,0
Mon Feb 22 2021,0,0,58.08,1079,113,3,3,14,10.46,2142,115,34673,598,1523,9.17,4.99,0,0,0.4935,0,0,0,2,4,4,0,0,0,0,0
Tue Feb 23 2021,0,0,0,1,1,1,0,2,0,5,0,0,0,5,2.305,2.495,0,0,0.013999999999999999,0,0,0,1,1,1,0,0,0,0,0
Wed Feb 24 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.225,0,0,0,0.006999999999999999,0,0,0,0,9,9,0,0,0,0,0
Thu Feb 25 2021,0,0,46.42,679,76,2,3,11,4.34,1406,70,20517,442,1020,9.395,0,0,0,0.2555,0,0,0,0,4,4,0,0,0,0,0
Fri Feb 26 2021,0,0,0,0,0,3,0,1,0,5,0,0,0,2,0,0,2.31,1,0.042,0,0,0,0,0,0,0,0,1,1,0
Sat Feb 27 2021,0,0,46.87,1034,96,27,1,21,18.52,1653,166,19825,423,1259,11.925,2.495,11.995,1,0.42,0,0,0,1,4,3,1,0,5,5,0
Sun Feb 28 2021,0,0,37.73,806,87,2,1,13,2.33,1602,95,16452,436,1213,9.525,4.99,0,0,0.3325,0,0,0,2,4,4,0,0,0,0,0
Mon Mar 01 2021,0,0,46.01,1299,106,0,2,18,7.02,1772,140,25993,565,1254,9.415,0,2.31,0,0.4235,0,0,0,0,4,4,0,0,1,1,0
Tue Mar 02 2021,0,0,0,0,0,1,0,1,0,6,0,0,0,4,0,0,0,0,0.006999999999999999,0,0,0,0,0,0,0,0,0,0,0
Wed Mar 03 2021,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2.26,0,0,0,0.0105,0,0,0,0,1,1,0,0,0,0,0
Thu Mar 04 2021,0,0,54.49,551,94,2,1,17,5.12,1534,156,25067,460,1153,2.4,2.495,12.055,0,0.6125,0,0,0,1,1,1,0,0,5,5,0
Fri Mar 05 2021,0,0,43.9,1531,112,0,0,14,4.07,1535,166,17602,401,1138,4.995,2.495,2.55,0.01,0.42700000000000005,0,0,0,1,2,2,0,0,1,1,0
Sat Mar 06 2021,0,0,45.63,1072,116,0,1,19,11.48,1618,123,19851,436,1141,7.41,7.485,15.24,6,0.32549999999999996,0,0,0,3,3,3,0,0,6,6,0
Sun Mar 07 2021,0,0,43.61,870,86,1,2,20,3.63,1518,64,18446,422,1083,9.215,2.495,4.455,0.01,0.2905,0,0,0,1,4,4,0,0,2,2,0
Mon Mar 08 2021,0,0,44.29,894,105,1,3,13,2.61,1526,105,19223,435,1173,4.755,2.495,0,1,0.3675,0,0,0,1,2,2,0,0,0,0,0
Tue Mar 09 2021,0,0,0,1,1,2,0,2,0,6,0,0,0,5,9.315,0,0,0,0.013999999999999999,0,0,0,0,4,4,0,0,0,0,0
Wed Mar 10 2021,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0.006999999999999999,0,0,0,0,0,0,0,0,0,0,0
Thu Mar 11 2021,0,0,60.65,1116,113,13,1,8,2.03,1483,86,23895,395,1085,7.315,2.495,16.655,0,0.322,0,0,0,1,3,3,0,0,7,7,0
Fri Mar 12 2021,0,0,0,2,2,1,0,0,0,11,0,0,0,2,4.73,0,2.22,0,0.0034999999999999996,0,0,0,0,2,2,0,0,1,1,0
Sat Mar 13 2021,0,0,53.03,847,106,0,2,20,10.19,1899,161,24446,462,1364,8.97,2.495,2.585,0,0.3675,0,0,0,1,4,4,0,0,1,1,0
Sun Mar 14 2021,0,0,47.99,746,89,2,1,15,16.72,1503,102,18958,396,1136,6.94,7.485,0,0,0.35350000000000004,0,0,0,3,3,3,0,0,0,0,0
Mon Mar 15 2021,0,0,46.73,1184,100,0,5,14,12.09,1669,102,25283,540,1185,2.295,2.495,2.36,2.02,0.49700000000000005,0,0,0,1,1,1,0,0,1,1,0
Tue Mar 16 2021,0,0,49.8,694,86,0,2,20,0.81,1258,68,18826,378,947,2.375,2.495,0,0,0.4305,0,0,0,1,1,1,0,0,0,0,0
Wed Mar 17 2021,0,0,0,6,3,1,0,1,0,2,0,0,0,2,0,0,0,0,0.0034999999999999996,0,0,0,0,0,0,0,0,0,0,0
Thu Mar 18 2021,0,0,43.17,591,83,0,1,8,8,1392,71,19168,444,1069,2.2,0,14.375,0,0.5775,0,0,0,0,1,1,0,0,6,6,0
Fri Mar 19 2021,0,0,42.19,943,97,0,1,17,14.96,1575,94,22278,527,1140,9.94,0,2.31,0.05,0.6195,0,0,0,0,4,4,0,0,1,1,0
Sat Mar 20 2021,0,0,33.57,577,84,0,2,20,2.02,1529,55,13967,416,1131,14.63,2.495,4.69,50,0.4445,0,0,0,1,6,6,0,0,2,2,0
Sun Mar 21 2021,0,0,42.8,1159,109,1,3,12,1.74,1731,66,20715,484,1246,7.015,0,2.255,0,0.525,0,0,0,0,3,3,0,0,1,1,0
Mon Mar 22 2021,0,0,53.31,1067,157,2,0,53,14.75,2583,238,28950,542,2027,2.38,2.495,12.18,1,1.1515,0,0,0,1,1,1,0,0,5,5,0
Tue Mar 23 2021,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.305,0,12.025,1,0.0105,0,0,0,0,1,1,0,0,5,5,0
Wed Mar 24 2021,0,0,61.56,1093,107,1,4,12,4.08,1604,95,23822,388,1156,23.595,2.495,0,0,0.46549999999999997,0,0,0,1,10,10,0,0,0,0,0
Thu Mar 25 2021,0,0,47.36,1006,107,12,2,20,4.7,1634,73,25290,533,1178,13.815,4.99,2.31,0,0.7105,0,0,0,2,6,6,0,0,1,1,0
Fri Mar 26 2021,0,0,63.3,1002,119,0,6,25,24.13,1836,180,28234,445,1354,4.81,4.99,12.18,1.32,0.9205,0,0,0,2,2,2,0,0,5,5,0
Sat Mar 27 2021,0,0,66.72,1356,217,23,8,176,12.65,2501,339,27423,412,1874,9.605,0,67.625,7,0.7454999999999999,0,0,0,0,4,4,0,0,28,28,0
Sun Mar 28 2021,0,0,47,735,115,40,6,40,2.76,2171,78,26555,562,1602,6.73,0,0,5,0.6335000000000001,0,0,0,0,2,1,1,0,0,0,0
Mon Mar 29 2021,0,0,54.89,1277,122,26,7,17,7.99,2026,89,29969,546,1380,2.375,0,24.43,1,0.735,0,0,0,0,1,1,0,0,10,10,0
Tue Mar 30 2021,0,0,0,3,3,9,0,7,0,2,0,0,0,2,4.97,2.495,0,0,0.021,0,0,0,1,2,2,0,0,0,0,0
Wed Mar 31 2021,0,0,50.8,927,111,13,3,31,14.19,1791,99,28704,563,1336,0,0,0,4,0.637,0,0,0,0,0,0,0,0,0,0,0
Thu Apr 01 2021,0,0,62.09,1142,115,1,2,24,19.1,1632,168,28933,464,1188,16.495,7.485,14.155,4,0.3815,0,0,0,3,7,7,0,0,6,6,0
Fri Apr 02 2021,0,0,144.28,1356,162,11,1,57,49.96,2600,849,64928,450,2095,7.125,2.495,48.175,4.02,0.7034999999999999,0,0,0,1,3,3,0,0,20,20,0
Sat Apr 03 2021,0,0,55.41,1051,113,3,6,21,9.8,1834,121,25823,466,1348,7.025,2.495,0,4,0.518,0,0,0,1,3,3,0,0,0,0,0
Sun Apr 04 2021,0,0,58.95,643,104,0,1,14,15.43,1758,85,24875,422,1344,2.4,0,0,0,0.483,0,0,0,0,1,1,0,0,0,0,0
Mon Apr 05 2021,0,0,52.9,1091,102,35,3,16,9.59,1512,97,22852,433,1134,2.605,0,0,1.01,0.5529999999999999,0,0,0,0,1,1,0,0,0,0,0
Tue Apr 06 2021,0,0,0,1,1,5,0,3,0,1,0,0,0,1,5.03,0,0,0,0.0034999999999999996,0,0,0,0,2,2,0,0,0,0,0
Wed Apr 07 2021,0,0,46.49,617,71,1,1,12,7.34,1079,71,14550,312,824,16.735,2.495,2.29,1.21,0.294,0,0,0,1,7,7,0,0,1,1,0
Thu Apr 08 2021,0,0,51.65,1069,104,0,3,23,6.32,1480,153,24635,476,1105,7.01,0,0,0,0.3465,0,0,0,0,3,3,0,0,0,0,0
Fri Apr 09 2021,0,0,60.45,1085,123,2,3,25,22.24,2025,223,31675,523,1527,11.6,4.99,2.205,0,0.5285,0,0,0,2,5,5,0,0,1,1,0
Sat Apr 10 2021,0,0,69.23,1163,114,2,4,27,16.23,1799,128,30045,435,1323,2.285,2.495,15.915,5.2,0.3885,0,0,0,1,1,1,0,0,6,6,0
Sun Apr 11 2021,0,0,61.96,1628,133,1,4,27,6.47,2107,110,36496,590,1485,7.245,2.495,12.585,1.51,0.5425,0,0,0,1,3,3,0,0,6,6,0
Mon Apr 12 2021,0,0,66.37,1151,127,2,8,20,4.95,2051,100,35842,539,1409,6.655,4.99,2.31,0,0.4515,0,0,0,2,3,3,0,0,1,1,0
Tue Apr 13 2021,0,0,0,0,0,1,0,4,0,4,0,0,0,2,6.705,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
Wed Apr 14 2021,0,0,58.14,1014,110,2,5,22,19.09,1604,183,23316,402,1168,9.49,0,0,0,0.46549999999999997,0,0,0,0,4,4,0,0,0,0,0
Thu Apr 15 2021,0,0,53.34,829,101,1,1,20,8.44,1544,78,24481,459,1103,2.295,2.495,2.31,6,0.413,0,0,0,1,1,1,0,0,1,1,0
Fri Apr 16 2021,0,0,55.1,898,122,1,1,18,10.9,1612,94,28102,511,1102,4.925,2.495,2.19,3,0.525,0,0,0,1,2,2,0,0,1,1,0
Sat Apr 17 2021,0,0,65.94,841,132,0,1,27,16.84,1878,244,27234,413,1369,0,2.495,28.14,10,0.5670000000000001,0,0,0,1,0,0,0,0,12,12,0
Sun Apr 18 2021,0,0,67.65,998,86,0,2,17,16.85,1776,169,24894,368,1189,2.86,0,14.965,1,0.39899999999999997,0,0,0,0,1,1,0,0,7,7,0
Mon Apr 19 2021,0,0,64.34,1129,117,0,4,14,10.34,1567,84,28826,448,1133,9.94,0,10.48,0,0.623,0,0,0,0,4,4,0,0,5,5,0
Tue Apr 20 2021,0,0,57.5,858,99,0,0,16,9.9,1586,106,25761,448,1095,14.675,7.485,0,1,0.742,0,0,0,3,6,6,0,0,0,0,0
Wed Apr 21 2021,0,0,63.82,629,98,0,6,19,5.48,1664,93,26676,418,1183,9.345,2.495,0,1,0.42,0,0,0,1,4,4,0,0,0,0,0
Thu Apr 22 2021,0,0,57.62,991,91,2,4,18,6.16,1626,112,28465,493,1169,4.76,0,16.79,2.5,0.7,0,0,0,0,2,2,0,0,7,7,0
Fri Apr 23 2021,0,0,58.14,1492,314,4,3,523,22.44,1992,240,27789,479,1264,9.315,2.495,0,0,0.7245,0,0,0,1,4,4,0,0,0,0,0
Sat Apr 24 2021,0,0,65.17,1504,129,8,4,34,7.59,2200,206,34409,528,1569,29.19,2.495,2.235,1,0.7175,0,0,0,1,12,12,0,0,1,1,0
Sun Apr 25 2021,0,0,51.22,813,87,0,1,12,0.37,1581,75,23664,462,1102,15.645,4.99,0,1,0.616,0,0,0,2,7,7,0,0,0,0,0
Mon Apr 26 2021,0,0,60.52,1819,138,0,5,21,6.77,1836,97,36798,608,1284,7.195,4.99,4.62,0.1,0.4865,0,0,0,2,3,3,0,0,2,2,0
Tue Apr 27 2021,0,0,69.6,1117,190,5,4,96,7.79,1993,105,40092,576,1354,21.935,2.495,2.665,0,0.777,0,0,0,1,9,9,0,0,1,1,0
Wed Apr 28 2021,0,0,54.73,815,83,3,4,14,9.94,1388,75,21839,399,1011,6.779999999999999,2.495,0,0,0.4585,0,0,0,1,2,1,1,0,0,0,0
Thu Apr 29 2021,0,0,62.88,714,116,10,3,21,6.2,1925,86,32699,519,1302,5.005,7.485,0,2,0.693,0,0,0,3,2,2,0,0,0,0,0
Fri Apr 30 2021,0,0,54.96,1142,113,3,6,14,4.56,1515,89,25885,471,1060,7.72,2.495,27.495,0,0.5495,0,0,0,1,3,3,0,0,10,10,0
Sat May 01 2021,0,0,75.87,1175,135,5,5,36,13.76,2122,190,33916,448,1508,26.245,7.485,0,0,0.483,0,0,0,3,7,6,0,1,0,0,0
Sun May 02 2021,0,0,75.31,1907,154,18,3,26,13.28,2134,182,42703,566,1471,9.675,4.99,0,3.5,0.4725,0,0,0,2,4,4,0,0,0,0,0
Mon May 03 2021,0,0,80.78,1357,315,1,2,627,9.3,2073,304,39261,486,1488,7.205,17.465,41.705000000000005,0.01,0.6335000000000001,0,0,0,7,3,3,0,0,17,16,1
Tue May 04 2021,0,0,59.6,901,201,0,3,10,11.15,1678,115,28072,471,1265,4.775,0,0,0,0.483,0,0,0,0,2,2,0,0,0,0,0
Wed May 05 2021,0,0,58.08,854,103,1,6,25,26.75,1606,217,24975,430,1154,4.995,2.495,0,1.5,0.63,0,0,0,1,2,2,0,0,0,0,0
